,WMT,AMZN,AAPL,CVS,UNH
752,0.00612591394656322,-0.0023921726985585146,0.0806098260994439,-0.001046979570840859,0.193166383465754
753,0.004978545158852943,-0.009844532716121599,0.08392853835836234,-0.0013502916738509765,0.23661470676424293
754,0.004914449210845826,-0.009805900778773727,0.08393827984572128,-0.0013400184608487772,0.2352435676375197
755,0.004910868591785122,-0.00980610104105034,0.0839383084401183,-0.001340366415659486,0.23528683794951574
756,0.004910668566147676,-0.009806100002920176,0.08393830852405205,-0.0013403546303932534,0.23528547242805717
757,0.004910657392030866,-0.00980610000830169,0.08393830852429843,-0.0013403550295614669,0.2352855155210872
758,0.004910656767806451,-0.009806100008273793,0.08393830852429915,-0.0013403550160415972,0.2352855141611604
759,0.004910656732935138,-0.009806100008273937,0.08393830852429915,-0.0013403550164995167,0.23528551420407687
760,0.004910656730987107,-0.009806100008273937,0.08393830852429915,-0.001340355016484007,0.2352855142027225
761,0.0049106567308782835,-0.009806100008273937,0.08393830852429915,-0.0013403550164845324,0.23528551420276525
762,0.004910656730872204,-0.009806100008273937,0.08393830852429915,-0.0013403550164845146,0.2352855142027639
763,0.004910656730871864,-0.009806100008273937,0.08393830852429915,-0.0013403550164845152,0.23528551420276395
764,0.004910656730871845,-0.009806100008273937,0.08393830852429915,-0.0013403550164845152,0.23528551420276395
765,0.004910656730871844,-0.009806100008273937,0.08393830852429915,-0.0013403550164845152,0.23528551420276395
766,0.004910656730871844,-0.009806100008273937,0.08393830852429915,-0.0013403550164845152,0.23528551420276395
767,0.004910656730871844,-0.009806100008273937,0.08393830852429915,-0.0013403550164845152,0.23528551420276395
768,0.004910656730871844,-0.009806100008273937,0.08393830852429915,-0.0013403550164845152,0.23528551420276395
769,0.004910656730871844,-0.009806100008273937,0.08393830852429915,-0.0013403550164845152,0.23528551420276395
770,0.004910656730871844,-0.009806100008273937,0.08393830852429915,-0.0013403550164845152,0.23528551420276395
771,0.004910656730871844,-0.009806100008273937,0.08393830852429915,-0.0013403550164845152,0.23528551420276395
772,0.004910656730871844,-0.009806100008273937,0.08393830852429915,-0.0013403550164845152,0.23528551420276395
773,0.004910656730871844,-0.009806100008273937,0.08393830852429915,-0.0013403550164845152,0.23528551420276395
774,0.004910656730871844,-0.009806100008273937,0.08393830852429915,-0.0013403550164845152,0.23528551420276395
775,0.004910656730871844,-0.009806100008273937,0.08393830852429915,-0.0013403550164845152,0.23528551420276395
776,0.004910656730871844,-0.009806100008273937,0.08393830852429915,-0.0013403550164845152,0.23528551420276395
